,appid,average_playtime,median_playtime,standard_deviation
814,43100,115.0,115.0,0.9
815,43190,285.0,333.0,0.0
816,43500,10.4,10.4,5.9
817,43600,0.0,0.0,0.0
818,44100,0.0,0.0,0.0
819,44350,340.0,243.0,19.05
820,44360,3.0,3.0,17.0
821,44600,0.0,0.0,0.0
822,44680,1.0,1.0,0.0
823,44690,0.0,0.0,0.0
824,45000,4.566666666666666,1.0,5.33
825,45100,176.0,176.0,0.0
826,45300,1154.0,1154.0,72.15
827,45400,287.0,287.0,0.83
828,45410,0.2,0.2,0.1
829,45420,0.0,0.0,0.0
830,45450,487.0,487.0,0.0
831,45700,789.0,946.0,5.72
832,45710,143.0,143.0,0.0
833,45720,65.0,109.0,0.0
834,45730,0.0,0.0,0.0
835,45740,1108.0,993.0,0.0
836,45750,879.0,879.0,0.0
837,45760,835.0,1056.0,0.0
838,45770,435.0,621.0,0.0
839,46000,0.575,0.6499999999999999,0.16
840,46200,0.0,0.0,0.0
841,46250,0.0,0.0,0.0
842,46260,422.0,422.0,0.0
843,46270,4.2,4.2,4.1
844,46280,0.0,0.0,0.0
845,46290,5.75,5.75,5.55
846,46340,0.0,0.0,0.0
847,46350,0.0,0.0,0.0
848,46360,0.0,0.0,0.0
849,46370,0.0,0.0,0.0
850,46380,0.0,0.0,0.0
851,46400,28.0,28.0,0.0
852,46410,56.0,56.0,0.0
853,46440,3.0,3.0,0.0
854,46450,20.0,20.0,0.0
855,46480,13.0,13.0,0.1
856,46490,0.0,0.0,0.0
857,46500,293.0,387.0,1.91
858,46510,227.0,227.0,0.0
859,46520,101.0,101.0,0.19
860,46540,142.0,157.0,0.86
861,46550,2.1,2.1,0.0
862,46570,105.0,105.0,0.0
863,46600,0.39999999999999997,0.39999999999999997,0.3
864,46700,0.0,0.0,0.0
865,46710,0.0,0.0,0.0
866,46720,0.0,0.0,0.0
867,46730,0.0,0.0,0.0
868,46740,0.2,0.2,0.0
869,46750,0.0,0.0,0.0
870,46760,0.0,0.0,0.0
871,46770,0.0,0.0,0.0
872,46790,399.0,399.0,0.0
873,46830,0.0,0.0,0.0
874,46840,0.0,0.0,0.0
875,46850,0.0,0.0,0.0
876,47110,0.0,0.0,0.0
877,47120,0.0,0.0,0.0
878,47130,0.0,0.0,0.0
879,47400,506.0,758.0,0.0
880,47410,329.0,421.0,308.86
881,47700,160.0,267.0,0.0
882,47730,0.0,0.0,0.0
883,47780,292.0,272.0,0.0
884,47790,133.0,166.0,0.0
885,47800,979.0,1754.0,0.0
886,47810,686.0,464.0,0.0
887,47870,467.0,415.0,0.0
888,47890,4730.0,499.0,0.0
889,47920,14.122222222222224,2.8,16.82
890,48000,117.0,127.0,2.53
891,48110,1520.0,1520.0,0.0
892,48150,0.0,0.0,0.0
893,48190,600.0,471.0,0.0
894,48240,879.0,846.0,0.0
895,48700,7932.0,1884.0,0.0
896,48720,723.0,713.0,0.0
897,48800,15.433333333333332,1.9,19.49
898,48950,38.0,49.0,4.48
899,49000,0.0,0.0,0.0
900,49300,0.0,0.0,0.0
901,49320,0.0,0.0,0.0
902,49470,935.0,935.0,0.0
903,49520,3276.0,1139.0,100.15
904,49600,437.0,633.0,6.8
905,49800,22.0,22.0,0.1
906,49810,1.6,1.6,0.0
907,49900,3.024999999999999,2.0,2.82
908,50000,1.0,1.0,0.61
909,50130,1029.0,988.0,30.57
910,50300,293.0,301.0,0.0
911,50510,3.0,3.0,0.0
912,50910,0.0,0.0,0.0
913,50920,0.0,0.0,0.0
914,50930,0.0,0.0,0.0
915,50940,0.0,0.0,0.0
916,50960,0.0,0.0,0.0
917,50970,0.0,0.0,0.0
918,50980,0.0,0.0,0.0
919,50990,0.0,0.0,0.0
920,51000,0.0,0.0,0.0
921,51010,0.0,0.0,0.0
922,51020,0.0,0.0,0.0
923,51030,0.0,0.0,0.0
924,51060,0.0,0.0,0.0
925,55000,130.0,257.0,0.0
926,55040,72.0,101.0,0.0
927,55100,1772.0,126.0,26.31
928,55110,307.0,436.0,0.0
929,55140,1024.0,1024.0,9.78
930,55150,712.0,537.0,0.0
931,55230,1848.0,1033.0,0.0
932,57000,0.0,0.0,0.0
933,57200,8.0,8.0,0.0
934,57300,173.0,41.0,0.0
935,57620,0.0,0.0,0.0
936,57640,1177.0,1177.0,0.0
937,57650,112.0,112.0,0.0
938,57680,36.0,36.0,0.0
939,57690,518.0,268.0,40.07
940,57700,25.0,25.0,0.0
941,57740,185.0,244.0,34.87
942,57800,11.0,16.0,0.0
943,57900,434.0,472.0,10.67
944,58200,3.0,3.0,0.22
945,58230,229.0,229.0,6.05
946,58400,14.0,14.0,0.0
947,58520,284.0,380.0,0.0
948,58550,8.0,8.0,12.0
949,58560,0.0,0.0,0.0
950,58570,1.0,1.0,0.65
951,58610,11.0,11.0,0.0
952,60340,0.0,0.0,0.0
953,60350,1.6,1.6,0.0
954,60600,33.0,33.0,0.0
955,60700,0.0,0.0,0.0
956,60800,0.0,0.0,0.0
957,61100,127.0,127.0,0.6
958,61310,30.0,45.0,0.0
959,61500,161.0,254.0,14.6
960,61510,0.0,0.0,0.0
961,61520,151.0,151.0,1.9
962,61600,133.0,133.0,0.29
963,61700,1595.0,1595.0,0.0
964,61730,137.0,137.0,0.0
965,62000,85.0,85.0,1.4
966,62100,707.0,1382.0,1.89
967,63000,31.0,31.0,4.34
968,63110,12.0,12.0,0.0
969,63200,101.0,101.0,6.05
970,63500,132.0,227.0,3.8
971,63610,0.0,0.0,0.0
972,63650,0.0,0.0,0.0
973,63660,0.0,0.0,0.0
974,63700,78.0,141.0,1.58
975,63710,149.0,202.0,2.61
976,63800,241.0,241.0,1.9
977,63900,0.0,0.0,0.0
978,63910,30.0,30.0,0.0
979,63940,10.0,10.0,0.0
980,63960,0.0,0.0,0.0
981,64000,292.0,365.0,0.0
982,65070,0.0,0.0,0.0
983,65080,0.0,0.0,0.0
984,65270,0.0,0.0,0.0
985,65400,16.0,16.0,0.0
986,65500,0.0,0.0,0.0
987,65530,1244.0,2481.0,0.0
988,65540,409.0,412.0,0.0
989,65560,28.0,28.0,0.38
990,65600,1054.0,1054.0,0.0
991,65610,5.0,5.0,0.0
992,65710,11.0,11.0,10.0
993,65730,2.0,4.0,14.91
994,65740,81.0,81.0,0.0
995,65780,22.0,22.0,0.0
996,65790,28.0,39.0,0.0
997,65800,1993.0,1205.0,62.74
998,65930,201.0,168.0,0.0
999,65980,932.0,1552.0,0.0
1000,67000,4.0,5.0,0.0
1001,67370,191.0,214.0,8.02
1002,70000,172.0,150.0,3.76
1003,70100,189.0,214.0,2.44
1004,70110,242.0,265.0,0.0
1005,70120,46.0,46.0,0.0
1006,70200,387.0,387.0,0.0
1007,70210,0.0,0.0,0.0
1008,70300,76.0,74.0,3.49
1009,70400,764.0,1136.0,0.0
1010,70420,53.0,53.0,0.0
1011,70500,0.1,0.1,0.0
1012,70600,689.0,1285.0,3.01
1013,70620,67.0,89.0,0.57
1014,70640,2.0,4.0,0.0
1015,70650,23.0,46.0,0.0
1016,70660,11.0,13.0,0.0
1017,70900,5.0,5.0,72.31
1018,71000,3.3,2.2,3.14
1019,71230,17.0,22.0,0.0
1020,71240,6.0,8.0,0.05
1021,71260,0.0,0.0,0.0
1022,71340,165.0,169.0,0.0
1023,72000,72.0,100.0,5.3
1024,72400,210.0,220.0,0.0
1025,72850,7089.0,3885.0,0.0
1026,72900,0.0,0.0,0.0
1027,73010,1.0,1.0,28.46
1028,73060,28.0,55.0,0.0
1029,73170,0.0,0.0,0.0
1030,73190,5.3,5.3,0.0
1031,73210,112.0,112.0,3.36
1032,73220,0.0,0.0,0.0
1033,78000,85.0,158.0,0.0
1034,80000,104.0,104.0,0.0
1035,80200,123.0,123.0,2.6
1036,80300,0.3,0.3,0.0
1037,80310,97.0,97.0,3.01
1038,80330,0.0,0.0,0.0
1039,80340,0.0,0.0,0.0
1040,80350,0.3,0.3,0.0
1041,80360,205.0,263.0,0.0
1042,90200,54.74999999999999,15.8,78.07
1043,90400,0.0,0.0,0.0
1044,91100,1329.0,1329.0,3.63
1045,91200,200.0,181.0,0.0
1046,91330,155.0,155.0,0.0
1047,91600,153.0,166.0,5.88
1048,91700,413.0,533.0,0.0
1049,91800,0.0,0.0,0.0
1050,91810,0.0,0.0,0.0
1051,91900,193.0,193.0,7.32
1052,92000,106.0,180.0,0.0
1053,92100,180.0,205.0,0.97
1054,92200,78.0,78.0,0.0
1055,92210,5.0,5.0,0.0
1056,92220,23.0,23.0,0.0
1057,92300,191.0,191.0,0.0
1058,92400,0.0,0.0,0.0
1059,92600,54.0,54.0,0.0
1060,92700,58.0,58.0,0.0
1061,92800,177.0,143.0,22.13
1062,92900,0.0,0.0,0.0
1063,93200,121.0,158.0,4.41
1064,94000,0.0,0.0,0.0
1065,94200,79.0,100.0,1.14
1066,94300,68.0,68.0,0.0
1067,94400,123.0,184.0,6.53
1068,94590,82.0,82.0,1.77
1069,94620,0.0,0.0,0.0
1070,95000,254.0,254.0,0.0
1071,95300,152.0,153.0,1.39
1072,95400,255.0,284.0,1.51
1073,95700,12.0,12.0,0.1
1074,95900,20.0,20.0,0.0
1075,96000,284.0,303.0,18.18
1076,96100,158.0,186.0,0.0
1077,96200,280.0,280.0,0.0
1078,96800,9.0,9.0,0.25
1079,96900,0.65,0.65,0.35
1080,97000,229.0,402.0,3.72
1081,97100,53.0,53.0,0.0
1082,97110,0.0,0.0,0.0
1083,97120,0.0,0.0,0.0
1084,97130,0.0,0.0,0.0
1085,97330,1070.0,1903.0,0.0
1086,98100,7.0,7.0,0.0
1087,98200,183.0,227.0,9.21
1088,98300,148.0,148.0,28.82
1089,98400,158.0,275.0,0.0
1090,98500,0.6,0.6,0.0
1091,98600,101.0,155.0,0.0
1092,98800,800.0,1302.0,59.73
1093,98900,0.0,0.0,0.0
1094,99100,0.0,0.0,0.0
1095,99120,0.0,0.0,0.0
1096,99300,18.0,28.0,3.66
1097,99400,0.0,0.0,0.0
1098,99410,0.0,0.0,0.0
1099,99700,21.0,32.0,0.38
1100,99900,275.0,64.0,198.81
1101,99910,107.0,214.0,20.9
1102,100980,0.0,0.0,0.0
1103,102200,96.0,127.0,0.0
1104,102400,0.0,0.0,0.0
1105,102500,252.0,170.0,0.0
1106,102600,159.0,195.0,12.59
1107,102810,21.0,21.0,0.0
1108,102840,297.0,256.0,8.16
1109,102850,0.0,0.0,0.0
1110,104000,112.0,112.0,1.15
1111,104020,0.0,0.0,0.0
1112,104100,0.0,0.0,0.0
1113,104200,140.0,147.0,1.32
1114,104900,263.0,98.0,0.0
1115,105000,101.0,186.0,3.2
1116,105100,8.0,8.0,0.35
1117,105300,0.1,0.1,0.0
1118,105420,0.0,0.0,0.0
1119,105450,902.0,211.0,0.0
1120,105600,5585.0,1840.0,110.3
1121,105700,17.0,17.0,0.0
1122,105800,65.0,74.0,0.0
1123,107100,391.0,234.0,6.11
1124,107200,225.0,282.0,103.24
1125,107300,30.0,26.0,0.0
1126,107310,351.0,388.0,0.0
1127,107410,18823.0,3621.0,292.28
1128,107600,11.0,11.0,0.0
1129,108110,0.0,0.0,0.0
1130,108200,607.0,607.0,15.14
1131,108210,7.0,7.0,0.0
1132,108500,21.0,25.0,2.67
1133,108600,658.0,701.0,17.31
1134,108700,5.966666666666666,8.5,4.01
1135,108710,239.0,228.0,45.97
1136,108800,176.0,208.0,0.0
1137,109200,0.3,0.3,0.0
1138,109500,0.0,0.0,0.0
1139,109600,1273.0,543.0,67.33
1140,109700,0.8666666666666667,0.3,0.8
1141,110400,0.25,0.25,0.05
1142,110500,0.0,0.0,0.0
1143,110600,0.0,0.0,0.0
1144,110610,0.0,0.0,0.0
1145,110630,0.0,0.0,0.0
1146,110800,428.0,478.0,19.72
1147,111000,3.5500000000000003,3.5500000000000003,2.85
1148,111010,0.0,0.0,0.0
1149,111100,199.0,199.0,0.27
1150,111400,27.0,29.0,0.0
1151,111600,527.0,527.0,0.19
1152,112100,13.0,13.0,0.0
1153,113020,183.0,135.0,0.0
1154,113200,1849.0,567.0,134.08
1155,113400,3835.0,302.0,419.23
1156,113420,107.0,75.0,0.0
1157,115100,219.0,227.0,3.31
1158,115110,238.0,238.0,5.16
1159,115120,21.0,31.0,3.46
1160,115200,17.0,17.0,0.0
1161,115210,0.3,0.3,0.0
1162,115220,2.0,3.0,0.0
1163,115320,698.0,953.0,0.0
1164,115800,613.0,534.0,0.0
1165,116100,0.0,0.0,0.0
1166,200010,162.0,220.0,6.44
1167,200020,0.0,0.0,0.0
1168,200080,0.0,0.0,0.0
1169,200130,61.0,61.0,0.0
1170,200150,0.0,0.0,0.0
1171,200170,445.0,259.0,8.25
1172,200190,0.0,0.0,0.0
1173,200210,3531.0,64.0,22.46
1174,200230,0.0,0.0,0.0
1175,200260,1554.0,618.0,0.0
1176,200370,991.0,991.0,0.0
1177,200390,9.0,9.0,3.23
1178,200410,0.0,0.0,0.0
1179,200490,4.0,4.0,0.0
1180,200510,1470.0,1049.0,0.0
1181,200550,3.0,3.0,0.0
1182,200670,0.0,0.0,0.0
1183,200710,1037.0,508.0,83.91
1184,200900,150.0,152.0,28.22
1185,200960,0.0,0.0,0.0
1186,200980,0.0,0.0,0.0
1187,200990,0.0,0.0,0.0
1188,201000,0.0,0.0,0.0
1189,201010,0.0,0.0,0.0
1190,201070,8.0,8.0,1.5
1191,201210,2.0,2.0,5.68
1192,201230,548.0,604.0,21.06
1193,201290,145.0,145.0,0.0
1194,201420,109.0,149.0,4.05
1195,201480,18.0,18.0,0.0
1196,201490,6.2,6.0,5.4
1197,201510,19.0,19.0,0.0
1198,201570,247.0,281.0,1.87
1199,201790,429.0,244.0,21.14
1200,201810,539.0,630.0,0.0
1201,201870,1153.0,1306.0,0.0
1202,202130,76.0,76.0,18.74
1203,202200,13.0,17.0,0.0
1204,202310,0.0,0.0,0.0
1205,202370,31.0,31.0,0.0
1206,202410,17.0,17.0,0.1
1207,202670,0.0,0.0,0.0
1208,202690,5.0,5.0,0.0
1209,202710,149.0,270.0,19.14
1210,202730,9.0,9.0,0.1
1211,202750,71.0,123.0,2.36
1212,202860,0.0,0.0,0.0
1213,202970,524.0,400.0,0.0
1214,203140,650.0,400.0,0.0
1215,203160,527.0,475.0,21.37
1216,203210,189.0,189.0,0.0
1217,203290,89.0,24.0,0.0
1218,203350,593.0,798.0,0.0
1219,203510,27.0,27.0,0.0
1220,203560,0.0,0.0,0.0
1221,203630,115.0,136.0,31.59
1222,203650,577.0,1121.0,0.0
1223,203680,42.0,61.0,0.0
1224,203750,639.0,1242.0,5.66
1225,203770,1366.0,272.0,226.45
1226,203830,290.0,566.0,0.0
1227,203990,87.0,124.0,0.0
1228,204030,494.0,555.0,15.02
1229,204060,73.0,65.0,0.0
1230,204100,464.0,531.0,43.54
1231,204120,1904.0,1904.0,0.0
1232,204180,125.0,160.0,5.46
1233,204220,89.0,89.0,0.0
1234,204240,129.0,123.0,2.51
1235,204300,999.0,490.0,0.0
1236,204340,233.0,305.0,4.29
1237,204360,1094.0,306.0,0.0
1238,204390,0.0,0.0,0.0
1239,204440,0.0,0.0,0.0
1240,204530,2974.0,2974.0,4.2
1241,204560,0.6,0.44999999999999996,0.46
1242,204580,0.0,0.0,0.0
1243,204630,540.0,629.0,0.0
1244,204760,0.0,0.0,0.0
1245,204860,115.0,115.0,0.0
1246,204880,507.0,393.0,0.0
1247,204940,60.0,60.0,0.8
1248,204960,182.0,182.0,0.0
1249,205020,29.0,29.0,0.0
1250,205060,0.1,0.1,0.0
1251,205070,0.4,0.4,0.0
1252,205080,0.25,0.25,0.05
1253,205090,0.0,0.0,0.0
1254,205100,749.0,565.0,32.15
1255,205190,1371.0,1371.0,0.0
1256,205230,188.0,146.0,0.0
1257,205270,3.0,3.0,0.0
1258,205530,0.0,0.0,0.0
1259,205550,26.0,26.0,0.0
1260,205610,64.0,64.0,25.24
1261,205650,1.0,1.0,7.34
1262,205690,0.1,0.1,0.0
1263,205710,20.0,20.0,0.0
1264,205730,275.0,275.0,2.25
1265,205810,0.0,0.0,0.0
1266,205830,94.0,94.0,0.0
1267,205840,126.0,126.0,0.0
1268,205870,0.45,0.45,0.35
1269,205910,207.0,197.0,0.0
1270,205950,207.0,136.0,2.84
1271,205990,0.0,0.0,0.0
1272,206020,228.0,228.0,0.0
1273,206040,222.0,222.0,0.0
1274,206060,80.0,80.0,0.0
1275,206190,212.0,242.0,3.87
1276,206210,120.0,107.0,0.0
1277,206230,0.0,0.0,0.0
1278,206250,541.0,541.0,0.0
1279,206370,183.0,183.0,0.0
1280,206410,0.0,0.0,0.0
1281,206420,1279.0,1094.0,20.62
1282,206440,200.0,233.0,3.23
1283,206480,557.0,804.0,0.0
1284,206500,441.0,172.0,0.0
1285,206610,260.0,259.0,0.0
1286,206690,82.0,108.0,5.03
1287,207000,0.0,0.0,0.0
1288,207020,0.0,0.0,0.0
1289,207080,218.0,249.0,0.0
1290,207140,421.0,320.0,26.99
1291,207170,314.0,362.0,14.0
1292,207190,0.0,0.0,0.0
1293,207230,640.0,101.0,0.0
1294,207250,70.0,111.0,2.08
1295,207320,635.0,635.0,0.0
1296,207350,826.0,1234.0,7.8
1297,207370,97.0,108.0,0.0
1298,207380,147.0,171.0,0.0
1299,207400,127.0,141.0,0.0
1300,207420,504.0,504.0,0.9
1301,207430,133.0,139.0,1.3
1302,207490,266.0,497.0,0.0
1303,207530,219.0,219.0,0.0
1304,207570,3.0,3.0,0.1
1305,207650,92.0,97.0,2.74
1306,207670,0.0,0.0,0.0
1307,207690,16.0,20.0,2.17
1308,207710,0.0,0.0,0.0
1309,207730,0.0,0.0,0.0
1310,207750,321.0,321.0,2.69
1311,207790,0.0,0.0,0.0
1312,207930,220.0,263.0,7.53
1313,208110,0.0,0.0,0.0
1314,208140,1102.0,352.0,0.0
1315,208200,644.0,985.0,0.0
1316,208400,0.0,0.0,0.0
1317,208460,30.0,30.0,0.0
1318,208500,1623.0,2887.0,0.0
1319,208520,209.0,281.0,22.02
1320,208580,990.0,774.0,0.0
1321,208600,411.0,476.0,1.95
1322,208620,0.0,0.0,0.0
1323,208630,0.0,0.0,0.0
1324,208640,0.0,0.0,0.0
1325,208650,1266.0,1296.0,0.0
1326,208670,105.0,105.0,10.95
1327,208710,0.0,0.0,0.0
1328,208730,1042.0,1421.0,0.0
1329,208750,716.0,716.0,3.55
1330,209000,538.0,443.0,0.0
1331,209060,167.0,167.0,0.0
1332,209080,275.0,295.0,11.56
1333,209100,237.0,237.0,0.0
1334,209120,136.0,196.0,3.25
1335,209160,266.0,307.0,0.0
1336,209190,373.0,465.0,2.37
1337,209230,2.8,2.8,0.0
1338,209330,84.0,84.0,0.4
1339,209360,0.0,0.0,0.0
1340,209370,167.0,167.0,0.0
1341,209390,487.0,487.0,0.0
1342,209520,121.0,121.0,0.0
1343,209540,57.0,77.0,2.48
1344,209610,0.0,0.0,0.0
1345,209630,0.0,0.0,0.0
1346,209650,250.0,267.0,0.0
1347,209670,199.0,229.0,0.56
1348,209690,130.0,130.0,0.24
1349,209730,24.0,24.0,0.0
1350,209750,0.0,0.0,0.0
1351,209790,21.0,23.0,0.42
1352,209830,93.0,128.0,0.0
1353,209850,0.0,0.0,0.0
1354,209950,170.0,170.0,0.0
1355,210170,135.0,210.0,3.29
1356,210230,0.0,0.0,0.0
1357,210770,293.0,203.0,13.54
1358,210870,33.0,33.0,0.0
1359,210950,316.0,592.0,0.0
1360,210970,630.0,674.0,0.0
1361,211010,47.0,47.0,0.0
1362,211160,43.0,24.0,0.0
1363,211180,58.0,96.0,1.45
1364,211260,300.0,390.0,2.53
1365,211280,0.0,0.0,0.0
1366,211340,0.0,0.0,0.0
1367,211360,134.0,180.0,1.13
1368,211400,307.0,415.0,3.45
1369,211440,69.0,83.0,2.05
1370,211500,81.0,42.0,0.0
1371,211580,152.0,283.0,0.0
1372,211600,230.0,325.0,0.0
1373,211740,1584.0,1584.0,0.0
1374,211780,0.0,0.0,0.0
1375,211800,239.0,239.0,0.0
1376,211820,3556.0,2055.0,58.44
1377,211900,0.0,0.0,0.0
1378,211970,1350.0,1350.0,0.0
1379,212010,361.0,361.0,0.0
1380,212030,98.0,99.0,0.0
1381,212050,219.0,219.0,0.0
1382,212070,4623.0,113.0,35.3
1383,212110,268.0,268.0,0.0
1384,212160,408.0,249.0,15.98
1385,212390,48.0,48.0,0.0
1386,212500,892.0,300.0,0.0
1387,212630,229.0,325.0,0.0
1388,212680,1111.0,633.0,0.0
1389,212700,290.0,357.0,2.01
1390,212780,12.2,12.2,0.0
1391,212800,34.0,39.0,1.4
1392,213030,1.3833333333333335,0.8500000000000001,1.1
1393,213330,988.0,1031.0,0.0
1394,213350,0.0,0.0,0.0
1395,213390,0.0,0.0,0.0
1396,213610,805.0,1188.0,0.0
1397,213650,30.0,49.0,0.0
1398,213670,1045.0,628.0,0.0
1399,213850,1149.0,1600.0,0.0
1400,214100,1.8,1.8,0.0
1401,214130,0.0,0.0,0.0
1402,214150,22.0,32.0,0.0
1403,214170,39.0,59.0,4.71
1404,214250,408.0,408.0,77.36
1405,214340,217.0,193.0,6.81
1406,214360,239.0,248.0,5.97
1407,214420,139.0,39.0,13.89
1408,214490,563.0,720.0,0.0
1409,214550,128.0,155.0,5.36
1410,214570,71.0,71.0,0.0
1411,214590,159.0,226.0,5.24
1412,214610,222.0,222.0,0.0
1413,214630,0.0,0.0,0.0
1414,214700,0.5399999999999999,0.4,0.25
1415,214730,0.0,0.0,0.0
1416,214770,245.0,317.0,15.0
1417,214790,315.0,479.0,4.32
1418,214830,254.0,462.0,0.0
1419,214870,189.0,174.0,2.97
1420,214910,0.0,0.0,0.0
1421,214950,5760.0,1287.0,0.0
1422,214970,85.0,143.0,2.82
1423,215080,2258.0,1086.0,156.16
1424,215160,62.0,62.0,12.24
1425,215280,645.0,408.0,0.0
1426,215390,0.0,0.0,0.0
1427,215470,423.0,470.0,74.97
1428,215510,92.0,151.0,0.0
1429,215530,572.0,720.0,16.51
1430,215550,5.0,5.0,0.0
1431,215630,654.0,654.0,0.25
1432,215670,21.0,21.0,1.07
1433,215690,156.0,190.0,3.1
1434,215710,0.0,0.0,0.0
1435,215770,58.0,58.0,0.0
1436,215790,273.0,284.0,0.0
1437,215830,194.0,283.0,0.0
1438,215870,1.0,1.0,0.0
1439,215930,526.0,420.0,0.0
1440,216090,458.0,458.0,0.0
1441,216110,35.0,35.0,1.55
1442,216130,1.9000000000000001,1.9000000000000001,1.8
1443,216150,71.0,106.0,81.64
1444,216210,0.0,0.0,0.0
1445,216260,89.0,89.0,0.0
1446,216290,9.0,9.0,0.0
1447,216670,0.0,0.0,0.0
1448,216890,342.0,342.0,0.0
1449,216910,143.0,74.0,10.29
1450,216930,0.0,0.0,0.0
1451,217120,0.0,0.0,0.0
1452,217140,280.0,343.0,1.3
1453,217200,246.0,470.0,5.46
1454,217270,0.0,0.0,0.0
1455,217290,0.0,0.0,0.0
1456,217690,269.0,269.0,3.76
1457,217750,148.0,135.0,0.0
1458,217790,1.8666666666666665,0.8,1.95
1459,217920,317.0,355.0,3.45
1460,218020,0.0,0.0,0.0
1461,218040,26.200000000000003,4.2,33.84
1462,218060,57.0,90.0,0.0
1463,218090,8368.0,8368.0,0.0
1464,218230,1051.0,150.0,119.57
1465,218410,899.0,1365.0,0.0
1466,218510,299.0,303.0,0.0
1467,218620,3975.0,890.0,99.26
1468,218640,172.0,190.0,8.49
1469,218660,0.4,0.4,0.0
1470,218680,630.0,390.0,20.41
1471,218700,0.0,0.0,0.0
1472,218740,61.0,65.0,0.0
1473,218820,348.0,403.0,0.0
1474,219070,0.0,0.0,0.0
1475,219150,380.0,237.0,6.45
1476,219190,84.0,84.0,1.99
1477,219200,8.0,8.0,0.65
1478,219340,95245.0,190489.0,0.0
1479,219640,675.0,293.0,0.0
1480,219680,36.0,48.0,0.46
1481,219700,29.0,29.0,0.0
1482,219760,13.0,13.0,0.35
1483,219780,2511.0,70.0,0.0
1484,219830,384.0,378.0,3.04
1485,219890,176.0,181.0,3.22
1486,219910,170.0,268.0,0.0
1487,219950,9.0,16.0,0.0
1488,219990,3651.0,1539.0,17.67
1489,220090,303.0,327.0,0.0
1490,220160,501.0,508.0,0.0
1491,220200,9223.0,351.0,90.6
1492,220240,836.0,794.0,37.07
1493,220260,705.0,1357.0,0.0
1494,220420,0.0,0.0,0.0
1495,220440,533.0,558.0,0.0
1496,220460,663.0,694.0,0.82
1497,220660,18.0,7.800000000000001,17.31
1498,220700,405.0,465.0,40.28
1499,220740,227.0,418.0,4.77
1500,220780,72.0,81.0,2.45
1501,220820,338.0,233.0,1.36
1502,220860,136.0,166.0,3.33
1503,220900,140.0,140.0,2.82
1504,221020,2365.0,4713.0,19.56
1505,221040,1602.0,1245.0,24.08
1506,221100,7235.0,2798.0,197.98
1507,221180,9.5,9.5,9.2
1508,221260,177.0,246.0,22.68
1509,221380,1569.0,619.0,0.0
1510,221540,3601.0,3601.0,0.0
1511,221640,140.0,130.0,6.64
1512,221680,6704.0,7089.0,0.0
1513,221810,217.0,217.0,17.79
1514,221830,0.0,0.0,0.0
1515,221910,170.0,132.0,4.25
1516,222140,186.0,247.0,0.85
1517,222180,0.0,0.0,0.0
1518,222420,0.9,0.9,0.0
1519,222440,7.75,7.75,0.25
1520,222480,683.0,764.0,6.26
1521,222500,0.0,0.0,0.0
1522,222520,43.0,43.0,0.0
1523,222640,144.0,286.0,0.0
1524,222730,1293.0,195.0,6.59
1525,222750,1069.0,1254.0,0.0
1526,222880,712.0,245.0,32.69
1527,222940,451.0,451.0,3.85
1528,222980,117.0,85.0,0.53
1529,223000,0.0,0.0,0.0
1530,223100,408.0,484.0,0.0
1531,223220,177.0,217.0,0.0
1532,223280,0.0,0.0,0.0
1533,223330,0.0,0.0,0.0
1534,223410,269.0,269.0,672.1
1535,223430,0.0,0.0,0.0
1536,223450,0.0,0.0,0.0
1537,223470,257.0,172.0,7.28
1538,223490,0.5,0.5,0.0
1539,223510,171.0,171.0,1.29
1540,223710,3830.0,74.0,2.86
1541,223730,76.0,99.0,0.0
1542,223750,2343.0,3454.0,0.0
1543,223810,124.0,124.0,0.0
1544,223830,880.0,880.0,15.94
1545,224000,0.0,0.0,0.0
1546,224040,0.0,0.0,0.0
1547,224260,2661.0,180.0,10.51
1548,224300,522.0,81.0,0.0
1549,224460,91.0,91.0,0.6
1550,224480,174.0,250.0,0.0
1551,224500,261.0,261.0,69.9
1552,224600,953.0,324.0,36.51
1553,224700,0.0,0.0,0.0
1554,224740,470.0,470.0,0.0
1555,224760,144.0,198.0,7.98
1556,224820,564.0,943.0,0.26
1557,224860,76.0,76.0,1.01
1558,224900,414.0,420.0,0.0
1559,224920,77.0,128.0,0.0
1560,224940,50.0,93.0,0.0
1561,224960,25.0,29.0,7.79
1562,224980,20.0,20.0,0.0
1563,225000,10.0,10.0,0.0
1564,225020,1995.0,1995.0,0.0
1565,225080,128.0,155.0,1.73
1566,225160,124.0,152.0,1.33
1567,225260,461.0,308.0,0.0
1568,225280,319.0,390.0,11.47
1569,225300,3.0,3.0,0.94
1570,225320,34.0,34.0,0.0
1571,225360,75.0,75.0,3.9
1572,225420,157.0,207.0,5.09
1573,225540,2086.0,438.0,0.0
1574,225600,413.0,370.0,24.96
1575,225640,69.0,100.0,2.66
1576,225840,407.0,56.0,0.0
1577,226100,0.0,0.0,0.0
1578,226120,0.0,0.0,0.0
1579,226560,0.0,0.0,0.0
1580,226580,1508.0,1508.0,9.26
1581,226620,29.3,19.1,26.0
1582,226720,155.0,155.0,0.0
1583,226740,180.0,207.0,0.0
1584,226780,0.0,0.0,0.0
1585,226820,1642.0,1642.0,0.0
1586,226840,984.0,861.0,40.41
1587,226860,199.0,264.0,83.71
