,appid,average_playtime,median_playtime,standard_deviation
18567,749880,0.0,0.0,0.0
18568,749890,0.0,0.0,0.0
18569,749900,0.0,0.0,0.0
18570,749920,0.0,0.0,0.0
18571,749960,107.0,107.0,0.0
18572,749980,0.0,0.0,0.0
18573,749990,0.0,0.0,0.0
18574,750010,0.0,0.0,0.0
18575,750020,0.0,0.0,0.0
18576,750040,0.0,0.0,0.0
18577,750070,0.0,0.0,0.0
18578,750080,0.0,0.0,0.0
18579,750170,0.0,0.0,0.0
18580,750210,0.0,0.0,0.0
18581,750240,0.0,0.0,0.0
18582,750270,0.0,0.0,0.0
18583,750330,0.0,0.0,0.0
18584,750350,0.0,0.0,0.0
18585,750360,0.0,0.0,0.0
18586,750420,0.0,0.0,0.0
18587,750440,0.0,0.0,0.0
18588,750450,0.0,0.0,0.0
18589,750460,0.0,0.0,0.0
18590,750470,77.0,77.0,0.0
18591,750500,0.0,0.0,0.0
18592,750620,0.0,0.0,0.0
18593,750660,0.0,0.0,0.0
18594,750670,0.0,0.0,0.0
18595,750710,0.0,0.0,0.0
18596,750740,0.0,0.0,0.0
18597,750770,0.0,0.0,0.0
18598,750780,0.0,0.0,0.0
18599,750790,0.0,0.0,0.0
18600,750800,0.0,0.0,0.0
18601,750850,0.0,0.0,0.0
18602,750870,0.0,0.0,0.0
18603,750900,0.0,0.0,0.0
18604,750920,672.0,733.0,0.0
18605,750930,0.0,0.0,0.0
18606,750960,0.0,0.0,0.0
18607,750990,0.0,0.0,0.0
18608,751080,0.0,0.0,0.0
18609,751110,0.0,0.0,0.0
18610,751200,0.0,0.0,0.0
18611,751220,0.0,0.0,0.0
18612,751240,0.0,0.0,0.0
18613,751250,0.0,0.0,0.0
18614,751260,0.0,0.0,0.0
18615,751280,0.0,0.0,0.0
18616,751300,0.0,0.0,0.0
18617,751330,0.0,0.0,0.0
18618,751340,0.0,0.0,0.0
18619,751350,0.0,0.0,0.0
18620,751380,0.0,0.0,0.0
18621,751400,0.0,0.0,0.0
18622,751430,0.0,0.0,0.0
18623,751440,0.0,0.0,0.0
18624,751470,0.0,0.0,0.0
18625,751480,0.0,0.0,0.0
18626,751500,0.0,0.0,0.0
18627,751530,0.0,0.0,0.0
18628,751540,0.0,0.0,0.0
18629,751550,0.0,0.0,0.0
18630,751580,0.0,0.0,0.0
18631,751590,0.0,0.0,0.0
18632,751640,0.0,0.0,0.0
18633,751660,0.0,0.0,0.0
18634,751670,0.0,0.0,0.0
18635,751680,0.0,0.0,0.0
18636,751690,3.0,3.0,0.0
18637,751730,0.0,0.0,0.0
18638,751740,0.0,0.0,0.0
18639,751780,587.0,587.0,0.0
18640,751870,0.0,0.0,0.0
18641,751950,0.0,0.0,0.0
18642,751970,0.0,0.0,0.0
18643,752000,0.0,0.0,0.0
18644,752020,0.0,0.0,0.0
18645,752030,0.0,0.0,0.0
18646,752050,0.0,0.0,0.0
18647,752080,0.0,0.0,0.0
18648,752180,0.4,0.4,0.0
18649,752200,0.0,0.0,0.0
18650,752300,0.0,0.0,0.0
18651,752310,0.0,0.0,0.0
18652,752330,0.0,0.0,0.0
18653,752360,0.0,0.0,0.0
18654,752380,0.0,0.0,0.0
18655,752400,0.0,0.0,0.0
18656,752430,0.0,0.0,0.0
18657,752470,0.0,0.0,0.0
18658,752500,0.0,0.0,0.0
18659,752550,0.0,0.0,0.0
18660,752560,0.0,0.0,0.0
18661,752570,302.0,302.0,0.0
18662,752600,0.0,0.0,0.0
18663,752640,0.0,0.0,0.0
18664,752690,0.0,0.0,0.0
18665,752700,0.0,0.0,0.0
18666,752710,0.0,0.0,0.0
18667,752730,0.0,0.0,0.0
18668,752750,0.0,0.0,0.0
18669,752770,0.0,0.0,0.0
18670,752780,0.0,0.0,0.0
18671,752790,0.0,0.0,0.0
18672,752800,0.0,0.0,0.0
18673,752810,0.0,0.0,0.0
18674,752830,0.0,0.0,0.0
18675,752850,0.0,0.0,0.0
18676,752880,0.0,0.0,0.0
18677,752910,0.0,0.0,0.0
18678,753060,0.0,0.0,0.0
18679,753090,0.0,0.0,0.0
18680,753100,0.0,0.0,0.0
18681,753110,0.0,0.0,0.0
18682,753140,0.0,0.0,0.0
18683,753170,0.0,0.0,0.0
18684,753220,0.0,0.0,0.0
18685,753230,0.0,0.0,0.0
18686,753240,0.0,0.0,0.0
18687,753270,0.0,0.0,0.0
18688,753360,0.0,0.0,0.0
18689,753370,0.0,0.0,0.0
18690,753380,0.0,0.0,0.0
18691,753420,951.0,951.0,0.0
18692,753440,0.0,0.0,0.0
18693,753490,0.0,0.0,0.0
18694,753560,0.0,0.0,0.0
18695,753570,0.0,0.0,0.0
18696,753610,14.0,14.0,0.0
18697,753630,0.0,0.0,0.0
18698,753660,0.0,0.0,0.0
18699,753670,0.0,0.0,0.0
18700,753900,0.0,0.0,0.0
18701,753920,0.0,0.0,0.0
18702,753930,0.0,0.0,0.0
18703,753950,0.0,0.0,0.0
18704,753960,0.0,0.0,0.0
18705,753980,0.0,0.0,0.0
18706,753990,0.0,0.0,0.0
18707,754000,0.0,0.0,0.0
18708,754020,0.0,0.0,0.0
18709,754040,0.0,0.0,0.0
18710,754110,0.0,0.0,0.0
18711,754120,0.0,0.0,0.0
18712,754130,0.0,0.0,0.0
18713,754150,0.0,0.0,0.0
18714,754160,0.0,0.0,0.0
18715,754230,0.0,0.0,0.0
18716,754270,0.0,0.0,0.0
18717,754300,0.0,0.0,0.0
18718,754310,0.0,0.0,0.0
18719,754330,0.0,0.0,0.0
18720,754340,0.0,0.0,0.0
18721,754350,83.0,83.0,0.0
18722,754380,0.0,0.0,0.0
18723,754400,0.0,0.0,0.0
18724,754460,0.0,0.0,0.0
18725,754480,0.0,0.0,0.0
18726,754510,0.0,0.0,0.0
18727,754520,0.0,0.0,0.0
18728,754530,39.0,39.0,0.0
18729,754540,3.0,3.0,0.0
18730,754610,0.0,0.0,0.0
18731,754620,0.0,0.0,0.0
18732,754800,0.0,0.0,0.0
18733,754810,0.0,0.0,0.0
18734,754830,0.0,0.0,0.0
18735,754840,0.0,0.0,0.0
18736,754850,0.0,0.0,0.0
18737,754930,0.0,0.0,0.0
18738,755130,0.0,0.0,0.0
18739,755140,0.0,0.0,0.0
18740,755150,0.0,0.0,0.0
18741,755220,0.0,0.0,0.0
18742,755230,0.0,0.0,0.0
18743,755240,0.0,0.0,0.0
18744,755250,0.0,0.0,0.0
18745,755320,0.0,0.0,0.0
18746,755340,0.0,0.0,0.0
18747,755350,0.0,0.0,0.0
18748,755410,0.0,0.0,0.0
18749,755450,0.0,0.0,0.0
18750,755470,0.0,0.0,0.0
18751,755490,0.0,0.0,0.0
18752,755500,0.0,0.0,0.0
18753,755520,0.0,0.0,0.0
18754,755530,0.0,0.0,0.0
18755,755540,0.0,0.0,0.0
18756,755560,0.0,0.0,0.0
18757,755570,0.0,0.0,0.0
18758,755580,0.0,0.0,0.0
18759,755590,0.0,0.0,0.0
18760,755600,0.0,0.0,0.0
18761,755610,0.0,0.0,0.0
18762,755630,7.0,7.0,0.0
18763,755670,0.0,0.0,0.0
18764,755760,0.0,0.0,0.0
18765,755770,7.0,9.0,0.0
18766,755790,736.0,124.0,0.0
18767,755800,0.0,0.0,0.0
18768,755830,0.0,0.0,0.0
18769,755850,0.0,0.0,0.0
18770,755890,0.0,0.0,0.0
18771,755920,0.0,0.0,0.0
18772,755950,0.0,0.0,0.0
18773,755980,0.0,0.0,0.0
18774,756020,0.0,0.0,0.0
18775,756040,0.0,0.0,0.0
18776,756090,0.0,0.0,0.0
18777,756100,0.0,0.0,0.0
18778,756150,0.0,0.0,0.0
18779,756190,0.0,0.0,0.0
18780,756200,0.0,0.0,0.0
18781,756210,0.0,0.0,0.0
18782,756220,0.0,0.0,0.0
18783,756230,0.0,0.0,0.0
18784,756240,0.0,0.0,0.0
18785,756260,0.0,0.0,0.0
18786,756290,0.0,0.0,0.0
18787,756320,0.0,0.0,0.0
18788,756340,0.0,0.0,0.0
18789,756350,0.0,0.0,0.0
18790,756360,0.0,0.0,0.0
18791,756380,0.0,0.0,0.0
18792,756420,0.0,0.0,0.0
18793,756440,0.0,0.0,0.0
18794,756490,0.0,0.0,0.0
18795,756500,0.0,0.0,0.0
18796,756520,0.0,0.0,0.0
18797,756560,0.0,0.0,0.0
18798,756590,0.0,0.0,0.0
18799,756600,0.0,0.0,0.0
18800,756630,0.0,0.0,0.0
18801,756650,0.0,0.0,0.0
18802,756680,0.0,0.0,0.0
18803,756700,0.0,0.0,0.0
18804,756740,0.0,0.0,0.0
18805,756790,0.0,0.0,0.0
18806,756810,0.0,0.0,0.0
18807,756840,0.0,0.0,0.0
18808,756860,0.0,0.0,0.0
18809,756870,0.0,0.0,0.0
18810,756880,0.0,0.0,0.0
18811,756980,0.0,0.0,0.0
18812,757030,0.0,0.0,0.0
18813,757040,0.0,0.0,0.0
18814,757060,0.0,0.0,0.0
18815,757080,0.0,0.0,0.0
18816,757100,0.0,0.0,0.0
18817,757130,11.0,11.0,0.0
18818,757160,0.0,0.0,0.0
18819,757170,0.0,0.0,0.0
18820,757180,0.0,0.0,0.0
18821,757190,0.0,0.0,0.0
18822,757200,0.0,0.0,0.0
18823,757210,0.0,0.0,0.0
18824,757230,0.0,0.0,0.0
18825,757240,26.0,36.0,0.0
18826,757290,0.0,0.0,0.0
18827,757300,0.0,0.0,0.0
18828,757330,0.0,0.0,0.0
18829,757350,0.0,0.0,0.0
18830,757380,0.0,0.0,0.0
18831,757400,0.0,0.0,0.0
18832,757420,0.0,0.0,0.0
18833,757440,0.0,0.0,0.0
18834,757450,0.0,0.0,0.0
18835,757480,0.0,0.0,0.0
18836,757490,0.0,0.0,0.0
18837,757500,0.0,0.0,0.0
18838,757540,0.0,0.0,0.0
18839,757580,0.0,0.0,0.0
18840,757590,0.0,0.0,0.0
18841,757600,0.0,0.0,0.0
18842,757630,0.0,0.0,0.0
18843,757670,0.0,0.0,0.0
18844,757690,0.0,0.0,0.0
18845,757700,0.0,0.0,0.0
18846,757720,0.0,0.0,0.0
18847,757730,0.0,0.0,0.0
18848,757780,0.0,0.0,0.0
18849,757810,0.0,0.0,0.0
18850,757860,0.0,0.0,0.0
18851,757870,0.0,0.0,0.0
18852,757910,0.0,0.0,0.0
18853,757990,0.0,0.0,0.0
18854,758020,0.0,0.0,0.0
18855,758050,0.0,0.0,0.0
18856,758070,0.0,0.0,0.0
18857,758080,0.0,0.0,0.0
18858,758090,0.0,0.0,0.0
18859,758100,0.0,0.0,0.0
18860,758120,0.0,0.0,0.0
18861,758140,0.0,0.0,0.0
18862,758150,0.0,0.0,0.0
18863,758170,0.0,0.0,0.0
18864,758190,2638.0,2783.0,0.0
18865,758210,0.0,0.0,0.0
18866,758220,0.0,0.0,0.0
18867,758250,0.0,0.0,0.0
18868,758280,0.0,0.0,0.0
18869,758320,0.0,0.0,0.0
18870,758330,105.0,105.0,0.0
18871,758370,0.0,0.0,0.0
18872,758400,0.0,0.0,0.0
18873,758410,0.0,0.0,0.0
18874,758470,0.0,0.0,0.0
18875,758480,0.0,0.0,0.0
18876,758500,315.0,315.0,0.0
18877,758530,15.0,15.0,0.0
18878,758560,0.0,0.0,0.0
18879,758570,0.0,0.0,0.0
18880,758580,0.0,0.0,0.0
18881,758590,0.0,0.0,0.0
18882,758600,0.0,0.0,0.0
18883,758610,0.0,0.0,0.0
18884,758620,0.0,0.0,0.0
18885,758630,0.0,0.0,0.0
18886,758650,0.0,0.0,0.0
18887,758660,0.0,0.0,0.0
18888,758700,0.0,0.0,0.0
18889,758730,0.0,0.0,0.0
18890,758790,0.0,0.0,0.0
18891,758870,0.0,0.0,0.0
18892,758880,0.0,0.0,0.0
18893,758920,0.0,0.0,0.0
18894,758930,0.0,0.0,0.0
18895,758980,44.0,44.0,0.0
18896,758990,0.0,0.0,0.0
18897,759000,0.0,0.0,0.0
18898,759010,0.3,0.3,0.2
18899,759030,0.0,0.0,0.0
18900,759040,0.0,0.0,0.0
18901,759060,0.0,0.0,0.0
18902,759090,0.0,0.0,0.0
18903,759160,0.0,0.0,0.0
18904,759220,0.0,0.0,0.0
18905,759260,0.0,0.0,0.0
18906,759440,0.0,0.0,0.0
18907,759460,0.0,0.0,0.0
18908,759500,0.0,0.0,0.0
18909,759530,0.0,0.0,0.0
18910,759540,0.0,0.0,0.0
18911,759610,0.0,0.0,0.0
18912,759640,0.0,0.0,0.0
18913,759650,0.0,0.0,0.0
18914,759740,0.0,0.0,0.0
18915,759750,0.0,0.0,0.0
18916,759800,0.0,0.0,0.0
18917,759830,0.0,0.0,0.0
18918,759840,0.0,0.0,0.0
18919,759850,0.0,0.0,0.0
18920,759920,0.0,0.0,0.0
18921,759940,0.0,0.0,0.0
18922,759950,0.0,0.0,0.0
18923,759970,0.0,0.0,0.0
18924,759980,0.0,0.0,0.0
18925,760000,0.0,0.0,0.0
18926,760010,0.0,0.0,0.0
18927,760030,0.0,0.0,0.0
18928,760050,0.0,0.0,0.0
18929,760060,301.0,398.0,0.0
18930,760080,0.0,0.0,0.0
18931,760220,0.0,0.0,0.0
18932,760320,0.0,0.0,0.0
18933,760330,0.0,0.0,0.0
18934,760350,0.0,0.0,0.0
18935,760360,0.0,0.0,0.0
18936,760390,0.0,0.0,0.0
18937,760400,0.0,0.0,0.0
18938,760440,0.0,0.0,0.0
18939,760450,0.0,0.0,0.0
18940,760460,0.0,0.0,0.0
18941,760490,0.0,0.0,0.0
18942,760510,0.0,0.0,0.0
18943,760530,0.0,0.0,0.0
18944,760550,0.0,0.0,0.0
18945,760560,0.0,0.0,0.0
18946,760580,0.0,0.0,0.0
18947,760620,0.0,0.0,0.0
18948,760660,0.0,0.0,0.0
18949,760680,0.0,0.0,0.0
18950,760700,0.0,0.0,0.0
18951,760740,0.0,0.0,0.0
18952,760750,0.0,0.0,0.0
18953,760800,0.0,0.0,0.0
18954,760860,0.0,0.0,0.0
18955,760870,0.0,0.0,0.0
18956,760880,0.0,0.0,0.0
18957,760890,0.0,0.0,0.0
18958,760900,0.0,0.0,0.0
18959,760920,0.0,0.0,0.0
18960,760930,217.0,217.0,0.0
18961,760960,0.0,0.0,0.0
18962,760970,0.0,0.0,0.0
18963,760990,0.0,0.0,0.0
18964,761000,0.0,0.0,0.0
18965,761030,0.0,0.0,0.0
18966,761040,0.0,0.0,0.0
18967,761070,0.0,0.0,0.0
18968,761100,0.0,0.0,0.0
18969,761110,0.0,0.0,0.0
18970,761130,0.0,0.0,0.0
18971,761150,0.0,0.0,0.0
18972,761170,0.0,0.0,0.0
18973,761190,0.0,0.0,0.0
18974,761220,0.0,0.0,0.0
18975,761280,0.0,0.0,0.0
18976,761290,0.0,0.0,0.0
18977,761300,0.0,0.0,0.0
18978,761310,0.0,0.0,0.0
18979,761320,0.0,0.0,0.0
18980,761330,0.0,0.0,0.0
18981,761410,0.0,0.0,0.0
18982,761420,0.0,0.0,0.0
18983,761430,0.0,0.0,0.0
18984,761440,0.0,0.0,0.0
18985,761460,0.0,0.0,0.0
18986,761480,0.0,0.0,0.0
18987,761570,0.0,0.0,0.0
18988,761600,56.0,56.0,0.0
18989,761620,689.0,689.0,0.0
18990,761630,1.0,1.0,0.0
18991,761640,0.0,0.0,0.0
18992,761660,0.0,0.0,0.0
18993,761670,0.0,0.0,0.0
18994,761700,0.0,0.0,0.0
18995,761760,0.0,0.0,0.0
18996,761790,0.0,0.0,0.0
18997,761880,0.0,0.0,0.0
18998,761890,448.0,852.0,0.0
18999,761910,0.0,0.0,0.0
19000,761930,0.0,0.0,0.0
19001,762030,0.0,0.0,0.0
19002,762080,0.0,0.0,0.0
19003,762110,0.0,0.0,0.0
19004,762120,0.0,0.0,0.0
19005,762130,0.0,0.0,0.0
19006,762190,0.0,0.0,0.0
19007,762240,0.0,0.0,0.0
19008,762270,0.0,0.0,0.0
19009,762360,0.0,0.0,0.0
19010,762380,0.0,0.0,0.0
19011,762480,0.0,0.0,0.0
19012,762490,0.0,0.0,0.0
19013,762500,0.0,0.0,0.0
19014,762520,0.0,0.0,0.0
19015,762560,0.0,0.0,0.0
19016,762590,0.0,0.0,0.0
19017,762610,0.0,0.0,0.0
19018,762630,0.0,0.0,0.0
19019,762650,0.0,0.0,0.0
19020,762670,0.0,0.0,0.0
19021,762680,0.0,0.0,0.0
19022,762850,0.0,0.0,0.0
19023,762860,0.0,0.0,0.0
19024,762900,0.0,0.0,0.0
19025,762930,0.0,0.0,0.0
19026,762950,0.0,0.0,0.0
19027,762980,0.0,0.0,0.0
19028,763010,0.0,0.0,0.0
19029,763050,0.0,0.0,0.0
19030,763070,0.0,0.0,0.0
19031,763090,0.0,0.0,0.0
19032,763200,0.0,0.0,0.0
19033,763210,0.0,0.0,0.0
19034,763230,0.0,0.0,0.0
19035,763250,0.0,0.0,0.0
19036,763270,0.0,0.0,0.0
19037,763290,0.0,0.0,0.0
19038,763300,0.0,0.0,0.0
19039,763320,0.0,0.0,0.0
19040,763350,0.0,0.0,0.0
19041,763360,0.0,0.0,0.0
19042,763380,0.0,0.0,0.0
19043,763400,0.0,0.0,0.0
19044,763410,43.0,55.0,0.0
19045,763430,0.0,0.0,0.0
19046,763490,0.0,0.0,0.0
19047,763520,0.0,0.0,0.0
19048,763540,0.0,0.0,0.0
19049,763610,0.0,0.0,0.0
19050,763630,0.0,0.0,0.0
19051,763650,0.0,0.0,0.0
19052,763680,0.0,0.0,0.0
19053,763700,0.0,0.0,0.0
19054,763720,0.0,0.0,0.0
19055,763730,0.0,0.0,0.0
19056,763740,1.0,1.0,0.0
19057,763750,0.0,0.0,0.0
19058,763760,0.0,0.0,0.0
19059,763770,0.0,0.0,0.0
19060,763790,0.0,0.0,0.0
19061,763810,0.0,0.0,0.0
19062,763870,0.0,0.0,0.0
19063,763910,0.0,0.0,0.0
19064,763930,0.0,0.0,0.0
19065,763950,0.0,0.0,0.0
19066,763970,0.0,0.0,0.0
19067,764010,0.0,0.0,0.0
19068,764030,1448.0,1448.0,0.0
19069,764050,0.5,0.5,0.0
19070,764090,0.0,0.0,0.0
19071,764110,0.0,0.0,0.0
19072,764180,0.0,0.0,0.0
19073,764230,0.0,0.0,0.0
19074,764240,0.0,0.0,0.0
19075,764280,0.0,0.0,0.0
19076,764300,0.0,0.0,0.0
19077,764370,0.0,0.0,0.0
19078,764390,0.0,0.0,0.0
19079,764410,0.0,0.0,0.0
19080,764430,0.0,0.0,0.0
19081,764470,0.0,0.0,0.0
19082,764490,1.0,1.0,0.0
19083,764500,0.0,0.0,0.0
19084,764510,0.0,0.0,0.0
19085,764550,0.0,0.0,0.0
19086,764560,0.0,0.0,0.0
19087,764570,0.0,0.0,0.0
19088,764580,0.0,0.0,0.0
19089,764590,0.0,0.0,0.0
19090,764670,0.0,0.0,0.0
19091,764720,0.0,0.0,0.0
19092,764780,0.0,0.0,0.0
19093,764790,0.0,0.0,0.0
19094,764830,0.0,0.0,0.0
19095,764870,0.0,0.0,0.0
19096,764880,0.0,0.0,0.0
19097,764890,0.0,0.0,0.0
19098,764920,0.0,0.0,0.0
19099,764970,0.0,0.0,0.0
19100,765010,0.0,0.0,0.0
19101,765030,0.0,0.0,0.0
19102,765040,0.0,0.0,0.0
19103,765060,0.0,0.0,0.0
19104,765100,0.0,0.0,0.0
19105,765140,0.0,0.0,0.0
19106,765160,0.0,0.0,0.0
19107,765170,0.0,0.0,0.0
19108,765180,0.0,0.0,0.0
19109,765200,0.0,0.0,0.0
19110,765210,0.0,0.0,0.0
19111,765230,0.0,0.0,0.0
19112,765240,0.0,0.0,0.0
19113,765250,0.0,0.0,0.0
19114,765260,0.0,0.0,0.0
19115,765290,0.0,0.0,0.0
19116,765300,0.0,0.0,0.0
19117,765320,0.0,0.0,0.0
19118,765350,0.0,0.0,0.0
19119,765360,0.0,0.0,0.0
19120,765370,0.0,0.0,0.0
19121,765380,0.0,0.0,0.0
19122,765390,0.0,0.0,0.0
19123,765400,0.0,0.0,0.0
19124,765410,0.0,0.0,0.0
19125,765460,0.0,0.0,0.0
19126,765470,0.0,0.0,0.0
19127,765490,0.0,0.0,0.0
19128,765530,0.0,0.0,0.0
19129,765560,0.0,0.0,0.0
19130,765570,0.0,0.0,0.0
19131,765590,0.0,0.0,0.0
19132,765610,0.0,0.0,0.0
19133,765620,0.0,0.0,0.0
19134,765630,0.0,0.0,0.0
19135,765640,310.0,310.0,0.0
19136,765690,0.0,0.0,0.0
19137,765710,103.0,103.0,0.0
19138,765730,0.0,0.0,0.0
19139,765770,0.0,0.0,0.0
19140,765780,0.0,0.0,0.0
19141,765790,0.0,0.0,0.0
19142,765840,0.0,0.0,0.0
19143,765850,0.0,0.0,0.0
19144,765860,0.0,0.0,0.0
19145,765870,1048.0,1048.0,0.0
19146,765880,0.0,0.0,0.0
19147,765890,0.0,0.0,0.0
19148,765900,0.0,0.0,0.0
19149,765910,0.0,0.0,0.0
19150,765940,0.0,0.0,0.0
19151,765950,0.0,0.0,0.0
19152,766000,0.0,0.0,0.0
19153,766010,0.0,0.0,0.0
19154,766040,5.0,5.0,0.0
19155,766070,0.0,0.0,0.0
19156,766090,0.0,0.0,0.0
19157,766110,0.0,0.0,0.0
19158,766280,310.0,310.0,0.0
19159,766320,0.0,0.0,0.0
19160,766370,103.0,108.0,0.0
19161,766420,0.0,0.0,0.0
19162,766430,0.0,0.0,0.0
19163,766460,0.0,0.0,0.0
19164,766500,0.0,0.0,0.0
19165,766530,0.0,0.0,0.0
19166,766560,0.0,0.0,0.0
19167,766570,5647.0,597.0,0.0
19168,766600,0.0,0.0,0.0
19169,766620,0.0,0.0,0.0
19170,766630,0.0,0.0,0.0
19171,766650,0.0,0.0,0.0
19172,766700,0.0,0.0,0.0
19173,766730,0.0,0.0,0.0
19174,766740,0.0,0.0,0.0
19175,766780,0.0,0.0,0.0
19176,766850,0.0,0.0,0.0
19177,766920,0.0,0.0,0.0
19178,766940,0.0,0.0,0.0
19179,767030,0.0,0.0,0.0
19180,767050,0.0,0.0,0.0
19181,767100,0.0,0.0,0.0
19182,767110,0.0,0.0,0.0
19183,767130,0.0,0.0,0.0
19184,767170,0.0,0.0,0.0
19185,767200,0.0,0.0,0.0
19186,767240,0.0,0.0,0.0
19187,767300,0.0,0.0,0.0
19188,767310,0.0,0.0,0.0
19189,767330,0.0,0.0,0.0
19190,767360,0.0,0.0,0.0
19191,767390,0.0,0.0,0.0
19192,767400,0.0,0.0,0.0
19193,767420,0.0,0.0,0.0
19194,767460,0.0,0.0,0.0
19195,767500,0.0,0.0,0.0
19196,767560,32.0,37.0,0.0
19197,767590,0.0,0.0,0.0
19198,767600,0.0,0.0,0.0
19199,767680,0.0,0.0,0.0
19200,767690,11.0,11.0,0.0
19201,767810,0.0,0.0,0.0
19202,767840,0.0,0.0,0.0
19203,767870,0.0,0.0,0.0
19204,767910,0.0,0.0,0.0
19205,767930,0.0,0.0,0.0
19206,767960,0.0,0.0,0.0
19207,767970,0.0,0.0,0.0
19208,767980,0.0,0.0,0.0
19209,768020,0.0,0.0,0.0
19210,768060,0.0,0.0,0.0
19211,768100,159.0,257.0,0.0
19212,768110,0.0,0.0,0.0
19213,768130,0.0,0.0,0.0
19214,768170,0.0,0.0,0.0
19215,768270,0.0,0.0,0.0
19216,768290,0.0,0.0,0.0
19217,768300,0.0,0.0,0.0
19218,768310,0.0,0.0,0.0
19219,768370,0.0,0.0,0.0
19220,768470,0.0,0.0,0.0
19221,768480,0.0,0.0,0.0
19222,768510,2.0,2.0,0.0
19223,768540,0.0,0.0,0.0
19224,768550,0.0,0.0,0.0
19225,768570,0.0,0.0,0.0
19226,768580,0.0,0.0,0.0
19227,768590,0.0,0.0,0.0
19228,768640,0.0,0.0,0.0
19229,768740,0.0,0.0,0.0
19230,768750,0.0,0.0,0.0
19231,768770,0.0,0.0,0.0
19232,768800,0.0,0.0,0.0
19233,768820,0.0,0.0,0.0
19234,768840,0.0,0.0,0.0
19235,768880,0.0,0.0,0.0
19236,768990,0.0,0.0,0.0
19237,769020,0.0,0.0,0.0
19238,769030,0.0,0.0,0.0
19239,769060,0.0,0.0,0.0
19240,769080,0.0,0.0,0.0
19241,769110,0.0,0.0,0.0
19242,769150,0.0,0.0,0.0
19243,769160,0.0,0.0,0.0
19244,769200,0.0,0.0,0.0
19245,769220,0.0,0.0,0.0
19246,769320,0.0,0.0,0.0
19247,769330,0.0,0.0,0.0
19248,769340,0.0,0.0,0.0
19249,769360,0.0,0.0,0.0
19250,769370,0.0,0.0,0.0
19251,769390,0.0,0.0,0.0
19252,769410,0.0,0.0,0.0
19253,769420,0.0,0.0,0.0
19254,769440,0.0,0.0,0.0
19255,769540,0.0,0.0,0.0
19256,769580,0.0,0.0,0.0
19257,769590,0.0,0.0,0.0
19258,769630,0.0,0.0,0.0
19259,769640,0.0,0.0,0.0
19260,769680,0.0,0.0,0.0
19261,769690,0.0,0.0,0.0
19262,769730,0.0,0.0,0.0
19263,769840,0.0,0.0,0.0
19264,769910,0.0,0.0,0.0
19265,769920,181.0,181.0,0.0
19266,769930,0.0,0.0,0.0
19267,769940,0.0,0.0,0.0
19268,769950,0.0,0.0,0.0
19269,769970,0.0,0.0,0.0
19270,769980,0.0,0.0,0.0
19271,770020,0.0,0.0,0.0
19272,770050,0.0,0.0,0.0
19273,770070,44.0,44.0,0.0
19274,770090,0.0,0.0,0.0
19275,770100,0.0,0.0,0.0
19276,770110,0.0,0.0,0.0
19277,770120,0.0,0.0,0.0
19278,770160,0.0,0.0,0.0
19279,770200,0.0,0.0,0.0
19280,770240,0.0,0.0,0.0
19281,770270,0.0,0.0,0.0
19282,770320,0.0,0.0,0.0
19283,770350,0.0,0.0,0.0
19284,770360,0.0,0.0,0.0
19285,770370,0.0,0.0,0.0
19286,770380,0.0,0.0,0.0
19287,770400,0.0,0.0,0.0
19288,770410,0.0,0.0,0.0
19289,770440,0.0,0.0,0.0
19290,770460,3.0,3.0,0.0
19291,770500,8.0,8.0,0.0
19292,770510,0.0,0.0,0.0
19293,770520,0.0,0.0,0.0
19294,770560,0.0,0.0,0.0
19295,770600,0.0,0.0,0.0
19296,770630,0.0,0.0,0.0
19297,770660,0.0,0.0,0.0
19298,770690,0.0,0.0,0.0
19299,770740,0.0,0.0,0.0
19300,770790,0.0,0.0,0.0
19301,770810,0.0,0.0,0.0
19302,770820,0.0,0.0,0.0
19303,770830,0.0,0.0,0.0
19304,770850,0.0,0.0,0.0
19305,770860,0.0,0.0,0.0
19306,770870,0.0,0.0,0.0
19307,770880,0.0,0.0,0.0
19308,770900,0.0,0.0,0.0
19309,770920,0.0,0.0,0.0
19310,771010,0.0,0.0,0.0
19311,771060,50.0,50.0,0.0
19312,771070,0.0,0.0,0.0
19313,771100,0.0,0.0,0.0
19314,771120,0.0,0.0,0.0
19315,771130,0.0,0.0,0.0
19316,771140,0.0,0.0,0.0
19317,771240,0.0,0.0,0.0
19318,771250,0.0,0.0,0.0
19319,771310,21.0,21.0,0.0
19320,771340,0.0,0.0,0.0
19321,771350,0.0,0.0,0.0
19322,771370,0.0,0.0,0.0
19323,771380,0.0,0.0,0.0
19324,771400,0.0,0.0,0.0
19325,771410,6.0,6.0,0.0
19326,771430,0.0,0.0,0.0
19327,771440,0.0,0.0,0.0
19328,771450,0.0,0.0,0.0
19329,771460,21.0,21.0,0.0
19330,771470,0.0,0.0,0.0
19331,771500,0.0,0.0,0.0
19332,771530,0.0,0.0,0.0
19333,771540,0.0,0.0,0.0
19334,771570,0.0,0.0,0.0
19335,771610,0.0,0.0,0.0
19336,771670,0.0,0.0,0.0
19337,771680,0.0,0.0,0.0
19338,771690,0.0,0.0,0.0
19339,771710,0.0,0.0,0.0
19340,771810,0.0,0.0,0.0
19341,771820,0.0,0.0,0.0
19342,771840,0.0,0.0,0.0
